orf_id	gene	length
YDR011W	SNQ2	4506
YDR012W	RPL4B	1089
YDR013W	YDR013W	627
YDR014W	YDR014W	1944
YDR015C	YDR015C	390
YDR016C	DAD1	285
YDR017C	KCS1	3153
YDR018C	YDR018C	1191
YDR019C	GCV1	1203
YDR020C	YDR020C	699
YDR021W	FAL1	1200
YDR022C	CIS1	591
YDR023W	SES1	1389
YDR024W	YDR024W	486
YDR025W	RPS11A	810
YDR026C	YDR026C	1713
YDR027C	LUV1	2670
YDR028C	REG1	3045
YDR029W	YDR029W	315
YDR030C	RAD28	1521
YDR031W	YDR031W	354
YDR032C	PST2	597
YDR033W	MRH1	963
YDR034C	LYS14	2373
YDR034C-A	YDR034C-A	177
YDR034C-C	YDR034C-C	1317
YDR034C-D	YDR034C-D	5314
YDR034W-B	YDR034W-B	156
YDR035W	ARO3	1113
YDR036C	YDR036C	1503
YDR037W	KRS1	1776
YDR038C	ENA5	3276
YDR039C	ENA2	3276
YDR040C	ENA1	3276
YDR041W	YDR041W	612
YDR042C	YDR042C	603
YDR043C	NRG1	696
YDR044W	HEM13	987
YDR045C	RPC11	333
YDR046C	BAP3	1815
YDR047W	HEM12	1089
YDR048C	YDR048C	315
YDR049W	YDR049W	1899
YDR050C	TPI1	747
YDR051C	YDR051C	1005
YDR052C	DBF4	2115
YDR053W	YDR053W	396
YDR054C	CDC34	888
YDR055W	PST1	1335
YDR056C	YDR056C	618
YDR057W	YDR057W	1629
YDR058C	TGL2	981
YDR059C	UBC5	537
YDR060W	YDR060W	3078
YDR061W	YDR061W	1620
YDR062W	LCB2	1686
YDR063W	YDR063W	450
YDR064W	RPS13	995
YDR065W	YDR065W	1098
YDR066C	YDR066C	591
YDR067C	YDR067C	675
YDR068W	DOS2	933
YDR069C	DOA4	2781
YDR070C	YDR070C	282
YDR071C	YDR071C	576
YDR072C	IPT1	1584
YDR073W	SNF11	510
YDR074W	TPS2	2691
YDR075W	PPH3	927
YDR076W	RAD55	1221
YDR077W	SED1	1017
YDR078C	YDR078C	672
YDR079W	PET100	336
YDR080W	VPS41	2979
YDR081C	PDC2	2778
YDR082W	STN1	1485
YDR083W	YDR083W	1209
YDR084C	YDR084C	600
YDR085C	AFR1	1863
YDR086C	SSS1	243
YDR087C	RRP1	837
YDR088C	SLU7	1149
YDR089W	YDR089W	2610
YDR090C	YDR090C	933
YDR091C	RLI1	1827
YDR092W	UBC13	730
YDR093W	YDR093W	4839
YDR094W	YDR094W	336
YDR095C	YDR095C	411
YDR096W	GIS1	2685
YDR097C	MSH6	3729
YDR098C	GRX3	858
YDR098C-A	YDR098C-A	1323
YDR098C-B	YDR098C-B	5269
YDR099W	BMH2	822
YDR100W	YDR100W	432
YDR101C	YDR101C	1782
YDR102C	YDR102C	333
YDR103W	STE5	2754
YDR104C	SPO71	3738
YDR105C	YDR105C	1422
YDR106W	ARP10	855
YDR107C	YDR107C	2019
YDR108W	GSG1	2097
YDR109C	YDR109C	2148
YDR110W	FOB1	1701
YDR111C	YDR111C	1524
YDR112W	YDR112W	309
YDR113C	PDS1	1122
YDR114C	YDR114C	303
YDR115W	YDR115W	318
YDR116C	YDR116C	858
YDR117C	YDR117C	1698
YDR118W	APC4	1959
YDR119W	YDR119W	2307
YDR120C	TRM1	1713
YDR121W	DPB4	591
YDR122W	KIN1	3195
YDR123C	INO2	915
YDR124W	YDR124W	975
YDR125C	ECM18	1362
YDR126W	YDR126W	1011
YDR127W	ARO1	4767
YDR128W	YDR128W	3447
YDR129C	SAC6	2040
YDR130C	FIN1	876
YDR131C	YDR131C	1671
YDR132C	YDR132C	1488
YDR133C	YDR133C	336
YDR134C	YDR134C	411
YDR135C	YCF1	4548
YDR136C	YDR136C	573
YDR137W	RGP1	1992
YDR138W	HPR1	2259
YDR139C	RUB1	307
YDR140W	YDR140W	666
YDR141C	DOP1	5097
YDR142C	PEX7	1128
YDR143C	SAN1	1833
YDR144C	MKC7	1791
YDR145W	TAF61	1620
YDR146C	SWI5	2130
YDR147W	EKI1	1605
YDR148C	KGD2	1392
YDR149C	YDR149C	708
YDR150W	NUM1	8247
YDR151C	CTH1	978
YDR152W	YDR152W	798
YDR153C	YDR153C	1236
YDR154C	YDR154C	351
YDR155C	CPH1	489
YDR156W	RPA14	414
YDR157W	YDR157W	402
YDR158W	HOM2	1098
YDR159W	SAC3	3906
YDR160W	SSY1	2559
YDR161W	TCI1	1164
YDR162C	NBP2	711
YDR163W	YDR163W	528
YDR164C	SEC1	2175
YDR165W	YDR165W	1335
YDR166C	SEC5	2916
YDR167W	TAF25	621
YDR168W	CDC37	1521
YDR169C	STB3	1542
YDR170C	SEC7	6030
YDR170W-A	YDR170W-A	1323
YDR171W	HSP42	1128
YDR172W	SUP35	2058
YDR173C	ARG82	1068
YDR174W	HMO1	741
YDR175C	YDR175C	960
YDR176W	NGG1	2109
YDR177W	UBC1	648
YDR178W	SDH4	546
YDR179C	YDR179C	489
YDR179W-A	YDR179W-A	807
YDR180W	SCC2	4482
YDR181C	SAS4	1446
YDR182W	CDC1	1476
YDR183W	PLP1	693
YDR184C	ATC1	885
YDR185C	YDR185C	540
YDR186C	YDR186C	2634
YDR187C	YDR187C	519
YDR188W	CCT6	1641
YDR189W	SLY1	2001
YDR190C	RVB1	1392
YDR191W	HST4	1113
YDR192C	NUP42	1293
YDR193W	YDR193W	399
YDR194C	MSS116	1995
YDR195W	REF2	1602
YDR196C	YDR196C	726
YDR197W	CBS2	1170
YDR198C	YDR198C	1440
YDR199W	YDR199W	366
YDR200C	YDR200C	1815
YDR201W	SPC19	498
YDR202C	RAV2	1056
YDR203W	YDR203W	318
YDR204W	COQ4	1008
YDR205W	YDR205W	2223
YDR206W	EBS1	2655
YDR207C	UME6	2511
YDR208W	MSS4	2340
YDR209C	YDR209C	414
YDR210W	YDR210W	228
YDR210W-A	YDR210W-A	1317
YDR210W-B	YDR210W-B	5314
YDR210W-C	YDR210W-C	1323
YDR210W-D	YDR210W-D	5269
YDR211W	GCD6	2139
YDR212W	TCP1	1680
YDR213W	UPC2	2742
YDR214W	YDR214W	1053
YDR215C	YDR215C	384
YDR216W	ADR1	3972
YDR217C	RAD9	3930
YDR218C	SPR28	1272
YDR219C	YDR219C	1398
YDR220C	YDR220C	294
YDR221W	YDR221W	2109
YDR222W	YDR222W	1248
YDR223W	YDR223W	1404
YDR224C	HTB1	396
YDR225W	HTA1	399
YDR226W	ADK1	669
YDR227W	SIR4	4077
YDR228C	PCF11	1881
YDR229W	YDR229W	1362
YDR230W	YDR230W	348
YDR231C	COX20	618
YDR232W	HEM1	1647
YDR233C	YDR233C	888
YDR234W	LYS4	2082
YDR235W	PRP42	1635
YDR236C	FMN1	657
YDR237W	MRPL7	879
YDR238C	SEC26	2922
YDR239C	YDR239C	2364
YDR240C	SNU56	1479
YDR241W	YDR241W	288
YDR242W	AMD2	1650
YDR243C	PRP28	1767
YDR244W	PEX5	1839
YDR245W	MNN10	1182
YDR246W	TRS23	660
YDR247W	YDR247W	1386
YDR248C	YDR248C	582
YDR249C	YDR249C	1122
YDR250C	YDR250C	276
YDR251W	PAM1	2493
YDR252W	BTT1	450
YDR253C	MET32	576
YDR254W	CHL4	1377
YDR255C	YDR255C	1266
YDR256C	CTA1	1548
YDR257C	RMS1	1485
YDR258C	HSP78	2436
YDR259C	YAP6	1152
YDR260C	SWM1	513
YDR261C	EXG2	1689
YDR261C-C	YDR261C-C	1323
YDR261C-D	YDR261C-D	4816
YDR261W-A	YDR261W-A	1317
YDR261W-B	YDR261W-B	5314
YDR262W	YDR262W	819
YDR263C	DIN7	1293
YDR264C	AKR1	2295
YDR265W	PEX10	1014
YDR266C	YDR266C	1920
YDR267C	YDR267C	993
YDR268W	MSW1	1140
YDR269C	YDR269C	324
YDR270W	CCC2	3015
YDR271C	YDR271C	372
YDR272W	GLO2	825
YDR273W	YDR273W	1098
YDR274C	YDR274C	372
YDR275W	YDR275W	708
YDR276C	PMP3	168
YDR277C	MTH1	1302
YDR278C	YDR278C	318
YDR279W	YDR279W	1053
YDR280W	RRP45	918
YDR281C	PHM6	315
YDR282C	YDR282C	1245
YDR283C	GCN2	4980
YDR284C	DPP1	870
YDR285W	ZIP1	2628
YDR286C	YDR286C	345
YDR287W	YDR287W	879
YDR288W	YDR288W	912
YDR289C	RTT103	1230
YDR290W	YDR290W	330
YDR291W	YDR291W	3234
YDR292C	SRP101	1866
YDR293C	SSD1	3753
YDR294C	DPL1	1770
YDR295C	PLO2	2025
YDR296W	MHR1	681
YDR297W	SUR2	1050
YDR298C	ATP5	639
YDR299W	BFR2	1605
YDR300C	PRO1	1287
YDR301W	CFT1	4074
YDR302W	GPI11	660
YDR303C	YDR303C	2658
YDR304C	CYP5	678
YDR305C	HNT2	743
YDR306C	YDR306C	1437
YDR307W	YDR307W	1989
YDR308C	SRB7	423
YDR309C	GIC2	1152
YDR310C	SUM1	3189
YDR311W	TFB1	1929
YDR312W	SSF2	1362
YDR313C	PIB1	861
YDR314C	YDR314C	2079
YDR315C	IPK1	846
YDR316W	YDR316W	1416
YDR316W-A	YDR316W-A	1323
YDR316W-B	YDR316W-B	5269
YDR317W	YDR317W	1245
YDR318W	MCM21	756
YDR319C	YDR319C	825
YDR320C	YDR320C	2007
YDR321W	ASP1	1146
YDR322C-A	TIM11	291
YDR322W	MRPL35	1104
YDR323C	PEP7	1548
YDR324C	YDR324C	2331
YDR325W	YCG1	3156
YDR326C	YDR326C	4317
YDR327W	YDR327W	327
YDR328C	SKP1	585
YDR329C	PEX3	1326
YDR330W	YDR330W	1503
YDR331W	GPI8	1236
YDR332W	YDR332W	2070
YDR333C	YDR333C	2172
YDR334W	SWR1	4545
YDR335W	MSN5	3675
YDR336W	YDR336W	945
YDR337W	MRPS28	861
YDR338C	YDR338C	2088
YDR339C	YDR339C	570
YDR340W	YDR340W	303
YDR341C	YDR341C	1824
YDR342C	HXT7	1713
YDR343C	HXT6	1713
YDR344C	YDR344C	444
YDR345C	HXT3	1704
YDR346C	YDR346C	1446
YDR347W	MRP1	966
YDR348C	YDR348C	1500
YDR349C	YPS7	1791
YDR350C	TCM10	1836
YDR351W	SBE2	2595
YDR352W	YDR352W	954
YDR353W	TRR1	960
YDR354W	TRP4	1143
YDR355C	YDR355C	303
YDR356W	NUF1	2835
YDR357C	YDR357C	369
YDR358W	GGA1	1674
YDR359C	VID21	2880
YDR360W	YDR360W	387
YDR361C	YDR361C	852
YDR362C	TFC6	2019
YDR363W	ESC2	1371
YDR363W-A	SEM1	270
YDR364C	CDC40	1368
YDR365C	YDR365C	1887
YDR365W-A	YDR365W-A	1323
YDR365W-B	YDR365W-B	5269
YDR366C	YDR366C	399
YDR367W	YDR367W	767
YDR368W	YPR1	939
YDR369C	XRS2	2565
YDR370C	YDR370C	1329
YDR371W	YDR371W	1536
YDR372C	YDR372C	1038
YDR373W	FRQ1	573
YDR374C	YDR374C	921
YDR375C	BCS1	1371
YDR376W	ARH1	1482
YDR377W	ATP17	306
YDR378C	LSM6	372
YDR379W	RGA2	3030
YDR380W	YDR380W	1908
YDR381W	YRA1	1447
YDR382W	RPP2B	333
YDR383C	YDR383C	759
YDR384C	YDR384C	828
YDR385W	EFT2	2529
YDR386W	MUS81	1899
YDR387C	YDR387C	1668
YDR388W	RVS167	1449
YDR389W	SAC7	1965
YDR390C	UBA2	1911
YDR391C	YDR391C	699
YDR392W	SPT3	1014
YDR393W	SHE9	1371
YDR394W	RPT3	1287
YDR395W	SXM1	2835
YDR396W	YDR396W	501
YDR397C	NCB2	533
YDR398W	YDR398W	1932
YDR399W	HPT1	666
YDR400W	URH1	1137
YDR401W	YDR401W	564
YDR402C	DIT2	1470
YDR403W	DIT1	1611
YDR404C	RPB7	516
YDR405W	MRP20	792
YDR406W	PDR15	4590
YDR407C	TRS120	3870
YDR408C	ADE8	645
YDR409W	YDR409W	2715
YDR410C	STE14	720
YDR411C	YDR411C	1026
YDR412W	YDR412W	708
YDR413C	YDR413C	576
YDR414C	ERD1	1089
YDR415C	YDR415C	1125
YDR416W	SYF1	2580
YDR417C	YDR417C	372
YDR418W	RPL12B	498
YDR419W	RAD30	1899
YDR420W	HKR1	5409
YDR421W	YDR421W	2853
YDR422C	SIP1	2592
YDR423C	CAD1	1230
YDR424C	DYN2	455
YDR425W	YDR425W	1878
YDR426C	YDR426C	378
YDR427W	RPN9	1182
YDR428C	YDR428C	786
YDR429C	TIF35	825
YDR430C	YDR430C	2970
YDR431W	YDR431W	312
YDR432W	NPL3	1245
YDR433W	YDR433W	441
YDR434W	YDR434W	1605
YDR435C	PPM1	987
YDR436W	PPZ2	2133
YDR437W	YDR437W	423
YDR438W	YDR438W	1113
YDR439W	LRS4	1044
YDR440W	DOT1	1749
YDR441C	APT2	546
YDR442W	YDR442W	393
YDR443C	SSN2	4263
YDR444W	YDR444W	2064
YDR445C	YDR445C	408
YDR446W	ECM11	909
YDR447C	RPS17B	725
YDR448W	ADA2	1305
YDR449C	YDR449C	1323
YDR450W	RPS18A	876
YDR451C	YDR451C	1062
YDR452W	PHM5	2025
YDR453C	YDR453C	591
YDR454C	GUK1	564
YDR455C	YDR455C	309
YDR456W	NHX1	1902
YDR457W	TOM1	9807
YDR458C	YDR458C	1992
YDR459C	YDR459C	1125
YDR460W	TFB3	966
YDR461W	MFA1	111
YDR462W	MRPL28	444
YDR463W	STP1	1734
YDR464W	SPP41	4308
YDR465C	RMT2	1239
YDR466W	YDR466W	2697
YDR467C	YDR467C	327
YDR468C	TLG1	675
YDR469W	YDR469W	528
YDR470C	YDR470C	1509
YDR471W	RPL27B	795
YDR472W	TRS31	852
YDR473C	PRP3	1410
YDR474C	YDR474C	1668
YDR475C	YDR475C	468
YDR476C	YDR476C	675
YDR477W	SNF1	1902
YDR478W	SNM1	597
YDR479C	YDR479C	1665
YDR480W	DIG2	972
YDR481C	PHO8	1701
YDR482C	YDR482C	408
YDR483W	KRE2	1329
YDR484W	SAC2	1926
YDR485C	YDR485C	2433
YDR486C	YDR486C	789
YDR487C	RIB3	627
YDR488C	PAC11	1602
YDR489W	YDR489W	885
YDR490C	PKH1	2301
YDR491C	YDR491C	492
YDR492W	YDR492W	951
YDR493W	YDR493W	372
YDR494W	YDR494W	867
YDR495C	VPS3	3036
YDR496C	YDR496C	1971
YDR497C	ITR1	1755
YDR498C	SEC20	1152
YDR499W	LCD1	2244
YDR500C	RPL37B	656
YDR501W	PLM2	1566
YDR502C	SAM2	1155
YDR503C	LPP1	825
YDR504C	YDR504C	384
YDR505C	PSP1	2526
YDR506C	YDR506C	1827
YDR507C	GIN4	3429
YDR508C	GNP1	1992
YDR509W	YDR509W	348
YDR510W	SMT3	306
YDR511W	YDR511W	402
YDR512C	YDR512C	564
YDR513W	TTR1	432
YDR514C	YDR514C	1452
YDR515W	SLF1	1344
YDR516C	YDR516C	1503
YDR517W	GRH1	1119
YDR518W	EUG1	1554
YDR519W	FKB2	408
YDR520C	YDR520C	2319
YDR521W	YDR521W	336
YDR522C	SPS2	1509
YDR523C	SPS1	1473
YDR524C	AGE1	1449
YDR525W	YDR525W	330
YDR525W-A	YDR525W-A	240
YDR526C	YDR526C	471
YDR527W	YDR527W	1320
YDR528W	HLR1	1272
YDR529C	QCR7	384
YDR530C	APA2	978
YDR531W	YDR531W	1104
YDR532C	YDR532C	1158
YDR533C	YDR533C	714
YDR534C	YDR534C	1587
YDR535C	YDR535C	757
YDR536W	STL1	1710
YDR537C	YDR537C	606
YDR538W	PAD1	729
YDR539W	YDR539W	1512
YDR540C	YDR540C	540
YDR541C	YDR541C	1035
YDR542W	YDR542W	363
YDR543C	YDR543C	300
YDR544C	YDR544C	429
YDR545W	YRF1-1	5391
YEL001C	YEL001C	678
YEL002C	WBP1	1293
YEL003W	GIM4	372
YEL004W	YEA4	1029
YEL005C	VAB2	849
YEL006W	YEL006W	1008
YEL007W	YEL007W	2001
YEL008W	YEL008W	381
YEL009C	GCN4	846
YEL010W	YEL010W	351
YEL011W	GLC3	2115
YEL012W	UBC8	780
YEL013W	VAC8	1737
YEL014C	YEL014C	306
YEL015W	YEL015W	1656
YEL016C	YEL016C	1482
YEL017C-A	PMP2	132
YEL017W	YEL017W	1014
YEL018W	YEL018W	840
YEL019C	MMS21	804
YEL020C	YEL020C	1683
YEL020W-A	TIM9	264
YEL021W	URA3	804
YEL022W	GEA2	4380
YEL023C	YEL023C	2049
YEL024W	RIP1	648
YEL025C	SRI1	3567
YEL026W	SNU13	381
YEL027W	CUP5	483
YEL028W	YEL028W	462
YEL029C	YEL029C	939
YEL030W	ECM10	1935
YEL031W	SPF1	3648
YEL032W	MCM3	2916
YEL033W	YEL033W	420
YEL034W	HYP2	474
YEL035C	UTR5	501
YEL036C	ANP1	1503
YEL037C	RAD23	1197
YEL038W	UTR4	726
YEL039C	CYC7	342
YEL040W	UTR2	1404
YEL041W	YEL041W	1488
YEL042W	GDA1	1557
YEL043W	YEL043W	2871
YEL044W	YEL044W	501
YEL045C	YEL045C	426
YEL046C	GLY1	1164
YEL047C	YEL047C	1413
YEL048C	YEL048C	459
YEL049W	PAU2	363
YEL050C	RML2	1182
YEL051W	VMA8	771
YEL052W	AFG1	1530
YEL053C	MAK10	2202
YEL054C	RPL12A	498
YEL055C	POL5	3069
YEL056W	HAT2	1206
YEL057C	YEL057C	702
YEL058W	PCM1	1674
YEL059C-A	SOM1	225
YEL059W	YEL059W	309
YEL060C	PRB1	1908
YEL061C	CIN8	3117
YEL062W	NPR2	1875
YEL063C	CAN1	1773
YEL064C	YEL064C	1443
YEL065W	SIT1	1887
YEL066W	HPA3	540
YEL067C	YEL067C	588
YEL068C	YEL068C	333
YEL069C	HXT13	1695
YEL070W	YEL070W	1509
YEL071W	DLD3	1491
YEL072W	YEL072W	696
YEL073C	YEL073C	324
YEL074W	YEL074W	339
YEL075C	YEL075C	369
YEL076C	YEL076C	651
YEL076C-A	YEL076C-A	930
YEL076W-C	YEL076W-C	612
YEL077C	YEL077C	3834
YER001W	MNN1	2289
YER002W	YER002W	696
YER003C	PMI40	1383
YER004W	YER004W	696
YER005W	YND1	1893
YER006W	YER006W	1563
YER007C-A	YER007C-A	649
YER007W	PAC2	1557
YER008C	SEC3	4011
YER009W	NTF2	378
YER010C	YER010C	705
YER011W	TIR1	765
YER012W	PRE1	597
YER013W	PRP22	3438
YER014W	HEM14	1620
YER015W	FAA2	2235
YER016W	BIM1	1035
YER017C	AFG3	2286
YER018C	SPC25	666
YER019C-A	SBH2	267
YER019W	YER019W	1434
YER020W	GPA2	1350
YER021W	RPN3	1572
YER022W	SRB4	2064
YER023W	PRO3	861
YER024W	YER024W	2772
YER025W	GCD11	1584
YER026C	CHO1	831
YER027C	GAL83	1254
YER028C	YER028C	1185
YER029C	SMB1	591
YER030W	YER030W	483
YER031C	YPT31	672
YER032W	FIR1	2778
YER033C	ZRG8	3231
YER034W	YER034W	558
YER035W	EDC2	438
YER036C	YER036C	1833
YER037W	YER037W	966
YER038C	YER038C	1395
YER039C	HVG1	750
YER039C-A	YER039C-A	219
YER040W	GLN3	2193
YER041W	YER041W	2280
YER042W	MXR1	555
YER043C	SAH1	1350
YER044C	YER044C	447
YER044C-A	MEI4	1315
YER045C	YER045C	1470
YER046W	YER046W	432
YER047C	SAP1	2694
YER048C	CAJ1	1176
YER048W-A	YER048W-A	285
YER049W	YER049W	1935
YER050C	YER050C	609
YER051W	YER051W	1479
YER052C	HOM3	1584
YER053C	YER053C	903
YER053C-A	YER053C-A	114
YER054C	GIP2	1647
YER055C	HIS1	894
YER056C	FCY2	1602
YER056C-A	RPL34A	763
YER057C	HIG1	390
YER058W	PET117	324
YER059W	PCL6	1263
YER060W	FCY21	1587
YER060W-A	FCY22	1593
YER061C	CEM1	1329
YER062C	HOR2	753
YER063W	THO1	657
YER064C	YER064C	1518
YER065C	ICL1	1674
YER066C-A	YER066C-A	501
YER066W	YER066W	558
YER067W	YER067W	486
YER068W	MOT2	1764
YER069W	ARG5,6	2592
YER070W	RNR1	2667
YER071C	YER071C	381
YER072W	NRF1	390
YER073W	ALD5	1563
YER074W	RPS24A	874
YER075C	PTP3	2787
YER076C	YER076C	909
YER077C	YER077C	2067
YER078C	YER078C	1536
YER079W	YER079W	633
YER080W	YER080W	1884
YER081W	SER3	1410
YER082C	YER082C	1665
YER083C	YER083C	924
YER084W	YER084W	387
YER085C	YER085C	522
YER086W	ILV1	1731
YER087C-A	SBH1	249
YER087W	YER087W	1731
YER088C	DOT6	2013
YER089C	PTC2	1395
YER090W	TRP2	1524
YER091C	MET6	2304
YER091C-A	YER091C-A	222
YER092W	YER092W	378
YER093C	YER093C	4293
YER093C-A	YER093C-A	489
YER094C	PUP3	618
YER095W	RAD51	1203
YER096W	SHC1	1539
YER097W	YER097W	330
YER098W	UBP9	2265
YER099C	PRS2	957
YER100W	UBC6	753
YER101C	AST2	1293
YER102W	RPS8B	603
YER103W	SSA4	1929
YER104W	RTT105	627
YER105C	NUP157	4176
YER106W	YER106W	909
YER107C	GLE2	1098
YER109C	FLO8	2400
YER110C	KAP123	3342
YER111C	SWI4	3282
YER112W	LSM4	564
YER113C	YER113C	2121
YER114C	BOI2	3123
YER115C	SPR6	576
YER116C	YER116C	825
YER117W	RPL23B	885
YER118C	SHO1	1104
YER119C	YER119C	1347
YER119C-A	YER119C-A	372
YER120W	SCS2	735
YER121W	YER121W	345
YER122C	GLO3	1482
YER123W	YCK3	1575
YER124C	YER124C	1722
YER125W	RSP5	2430
YER126C	YER126C	786
YER127W	LCP5	1074
YER128W	YER128W	612
YER129W	PAK1	3429
YER130C	YER130C	1332
YER131W	RPS26B	360
YER132C	PMD1	5262
YER133W	GLC7	1464
YER134C	YER134C	537
YER135C	YER135C	393
YER136W	GDI1	1356
YER137C	YER137C	447
YER137C-A	YER137C-A	1323
YER138C	YER138C	5269
YER138W-A	YER138W-A	105
YER139C	YER139C	681
YER140W	YER140W	1671
YER141W	COX15	1461
YER142C	MAG1	891
YER143W	DDI1	1287
YER144C	UBP5	2418
YER145C	FTR1	1215
YER146W	LSM5	282
YER147C	YER147C	1875
YER148W	SPT15	723
YER149C	PEA2	1263
YER150W	SPI1	447
YER151C	UBP3	2739
YER152C	YER152C	1332
YER153C	PET122	765
YER154W	OXA1	1209
YER155C	BEM2	6504
YER156C	YER156C	1017
YER157W	SEC34	2406
YER158C	YER158C	1722
YER159C	BUR6	429
YER159C-A	YER159C-A	1323
YER160C	YER160C	5269
YER161C	SPT2	1002
YER162C	RAD4	2265
YER163C	YER163C	699
YER164W	CHD1	4407
YER165W	PAB1	1734
YER166W	YER166W	4716
YER167W	BCK2	2556
YER168C	CCA1	1641
YER169W	RPH1	2391
YER170W	ADK2	678
YER171W	RAD3	2337
YER172C	BRR2	6492
YER173W	RAD24	1980
YER174C	GRX4	735
YER175C	YER175C	900
YER176W	ECM32	3366
YER177W	BMH1	804
YER178W	PDA1	1332
YER179W	DMC1	1097
YER180C	ISC10	804
YER181C	YER181C	324
YER182W	YER182W	735
YER183C	YER183C	636
YER184C	YER184C	2385
YER185W	YER185W	912
YER186C	YER186C	921
YER187W	YER187W	426
YER187W-A	KHS1	594
YER188W	YER188W	720
YER189W	YER189W	369
YER190W	YRF1-2	5046
YFL001W	DEG1	1329
YFL002C	SPB4	1821
YFL002W-A	YFL002W-A	5314
YFL002W-B	YFL002W-B	1317
YFL003C	MSH4	2637
YFL004W	PHM1	2487
YFL005W	SEC4	648
YFL006W	YFL006W	765
YFL007W	BLM3	5415
YFL008W	SMC1	3678
YFL009W	CDC4	2340
YFL010C	YFL010C	636
YFL010W-A	AUA1	285
YFL011W	HXT10	1641
YFL012W	YFL012W	447
YFL013C	YFL013C	2079
YFL013W-A	YFL013W-A	375
YFL014W	HSP12	330
YFL015C	YFL015C	495
YFL016C	MDJ1	1536
YFL017C	GNA1	480
YFL017W-A	SMX2	234
YFL018C	LPD1	1500
YFL019C	YFL019C	354
YFL020C	PAU5	369
YFL021W	GAT1	1533
YFL022C	FRS2	1512
YFL023W	YFL023W	2391
YFL024C	EPL1	2499
YFL025C	BST1	3090
YFL026W	STE2	1296
YFL027C	YFL027C	1494
YFL028C	CAF16	870
YFL029C	CAK1	1107
YFL030W	YFL030W	1158
YFL031W	HAC1	603
YFL032W	YFL032W	321
YFL033C	RIM15	5313
YFL034C-A	RPL22B	690
YFL034C-B	MOB2	978
YFL034W	YFL034W	3222
YFL036W	RPO41	4056
YFL037W	TUB2	1374
YFL038C	YPT1	621
YFL039C	ACT1	1436
YFL040W	YFL040W	1623
YFL041W	FET5	1869
YFL042C	YFL042C	1668
YFL043C	YFL043C	438
YFL044C	YFL044C	906
YFL045C	SEC53	765
YFL046W	YFL046W	624
YFL047W	YFL047W	2145
YFL048C	EMP47	1338
YFL049W	YFL049W	1872
YFL050C	ALR2	2577
YFL051C	YFL051C	483
YFL052W	YFL052W	1398
YFL053W	DAK2	1776
YFL054C	YFL054C	1941
YFL055W	AGP3	1677
YFL056C	AAD6	639
YFL057C	YFL057C	459
YFL058W	THI5	1023
YFL059W	SNZ3	897
YFL060C	SNO3	669
YFL061W	YFL061W	678
YFL062W	COS4	1140
YFL063W	YFL063W	456
YFL064C	YFL064C	525
YFL065C	YFL065C	309
YFL066C	YFL066C	1179
YFL067W	YFL067W	528
YFL068W	YFL068W	483
YFR001W	LOC1	615
YFR002W	NIC96	2520
YFR003C	YFR003C	468
YFR004W	RPN11	921
YFR005C	SAD1	1347
YFR006W	YFR006W	1608
YFR007W	YFR007W	1062
YFR008W	YFR008W	666
YFR009W	GCN20	2259
YFR010W	UBP6	1500
YFR011C	YFR011C	513
YFR012W	YFR012W	609
YFR013W	IOC3	2364
YFR014C	CMK1	1341
YFR015C	GSY1	2127
YFR016C	YFR016C	3702
YFR017C	YFR017C	588
YFR018C	YFR018C	1092
YFR019W	FAB1	6837
YFR020W	YFR020W	699
YFR021W	YFR021W	1503
YFR022W	YFR022W	2202
YFR023W	PES4	1836
YFR024C	YFR024C	1122
YFR024C-A	YFR024C-A	1474
YFR025C	HIS2	1008
YFR026C	YFR026C	510
YFR027W	ECO1	846
YFR028C	CDC14	1656
YFR029W	PTR3	2037
YFR030W	MET10	3108
YFR031C	SMC2	3513
YFR031C-A	RPL2A	912
YFR032C	YFR032C	870
YFR032C-A	RPL29	180
YFR033C	QCR6	444
YFR034C	PHO4	939
YFR035C	YFR035C	345
YFR036W	CDC26	375
YFR037C	RSC8	1674
YFR038W	YFR038W	2337
YFR039C	YFR039C	1533
YFR040W	SAP155	2718
YFR041C	YFR041C	888
YFR042W	YFR042W	603
YFR043C	YFR043C	714
YFR044C	YFR044C	1446
YFR045W	YFR045W	537
YFR046C	YFR046C	1086
YFR047C	YFR047C	888
YFR048W	YFR048W	1989
YFR049W	YMR31	372
YFR050C	PRE4	801
YFR051C	RET2	1641
YFR052W	RPN12	825
YFR053C	HXK1	1458
YFR054C	YFR054C	579
YFR055W	YFR055W	1023
YFR056C	YFR056C	369
YFR057W	YFR057W	456
YGL001C	ERG26	1050
YGL002W	ERP6	651
YGL003C	CDH1	1701
YGL004C	YGL004C	1254
YGL005C	YGL005C	840
YGL006W	PMC1	3522
YGL007W	YGL007W	378
YGL008C	PMA1	2757
YGL009C	LEU1	2340
YGL010W	YGL010W	525
YGL011C	SCL1	759
YGL012W	ERG4	1422
YGL013C	PDR1	3207
YGL014W	YGL014W	2667
YGL015C	YGL015C	393
YGL016W	KAP122	3246
YGL017W	ATE1	1512
YGL018C	JAC1	555
YGL019W	CKB1	837
YGL020C	YGL020C	708
YGL021W	ALK1	2283
YGL022W	STT3	2157
YGL023C	PIB2	1908
YGL024W	YGL024W	336
YGL025C	PGD1	1296
YGL026C	TRP5	2124
YGL027C	CWH41	2502
